comment,date
炒作垃圾股没人管一下,2022/11/9
如果明天量能放到20以上本人就卖出,2022/11/9
118明日操作思路,2022/11/9
我最近几天买什么跌什么我明天要买众生了不会跌吧笑哭,2022/11/9
唱多的都是居心不良明天平开看谁跑得快这波三倍了谁爱接盘谁接盘吃瓜,2022/11/9
明天一字涨停板了今年的妖股就是它了兄弟姐妹们加仓干加油,2022/11/9
看高一线85元,2022/11/9
市场合力太强大了市场就是最强的试金石,2022/11/9
献花献花献花献花献花,2022/11/9
開始找補漲龍註意,2022/11/9
人声鼎沸中默然全部退场,2022/11/9
000564ST大集连板这么多天开始有股友问要不要卖出还会再涨吗这问题,2022/11/9
市场情绪高涨做好两手准备,2022/11/9
不翻五倍坚决不出,2022/11/9
医药赛道又火了短线牛20cm涨停 还有17天翻倍 这一方向有望再获聚焦,2022/11/9
这一轮踏空了唉命啊,2022/11/9
从生药业和底部起动拉升海辰药业吧300584,2022/11/9
明天起连续50个一字板,2022/11/9
这药真上市最低看百元了,2022/11/9
请问贵公司的主营业务包括哪些,2022/11/9
119日复盘新周期有望开启,2022/11/9
119日 早评三分钟 重大利好这个板块要起飞,2022/11/9
近期有媒体报道公司1273入组迅速进程过半请问公司入组人数达到了多少,2022/11/9
供销社概念再次领涨龙头天鹅股份8连板追涨的朋友需小心,2022/11/9
明天涨停板买最起码超100元,2022/11/9
市场量能大幅萎缩新的行情即将来临简要板块及个股分析附股,2022/11/9
兄弟们几次异动了啊明天准备进场吃肉,2022/11/9
兄弟们几次异动了,2022/11/9
昨天二进三全军覆没结果众人药业涨幅最大这就是强的更强,2022/11/9
我才买100股大哭大哭,2022/11/9
此股本周见顶,2022/11/9
今天是新冠药板块整体大涨明天会分化曾经王者6倍涨幅雅本化学为何在此轮板块上涨,2022/11/9
机构在10月91011这几天疯狂入场赚得盆满钵满牛逼中药还能不能玩往后,2022/11/9
一则公告引爆20cm涨停 这个题材火了新龙头呼之欲出 这些超跌概念股放量明显,2022/11/9
今日短线复盘天鹅股份8西安饮食5沃顿科技4榕基软件3网达软件2英飞拓2,2022/11/9
明天一字板,2022/11/9
昨天打板买的慌的一匹大笑大笑大笑,2022/11/9
无语了明天准备跑,2022/11/9
前两天也说了这票砸不死的都是凤凰而今天众生药业封板时再度被爆头回封后间歇的,2022/11/9
这股的主力控盘很好一直换手板走的长远,2022/11/9
众生药业SZ002317,2022/11/9
明天抢抢抢,2022/11/9
这个位置风险大了,2022/11/9
普渡众生阿弥陀佛拜神拜神拜神,2022/11/9
这票没有什么利好从十元涨到三十多元啥情况,2022/11/9
这是要打造跨年妖股了盘子合适价格不高没有套牢盘有利好万事俱备只欠东风,2022/11/9
抗结核药利福平三十年前就有,2022/11/9
众生解救了我希望能够一飞冲天,2022/11/9
还有7倍空间,2022/11/9
老夫都不好意思晒单了这样多挣5点15点,2022/11/9
今天被板砸了最后发现错的离谱竞业达跌停意味市场完全选择了医药只好明天把你接,2022/11/9
牛气冲天涨超茅台,2022/11/9
预判你预判的预判辉瑞新冠药下周医保谈判已经本土国产化生产制剂生产企业是进,2022/11/9
宇宙总龙头,2022/11/9
11月9号盘后分析开启新一轮市场延续早盘弱势震荡下行依旧是权重赛道最弱贵州,2022/11/9
多头维护股价努力的让人心疼哭哭今天就是想看榜,2022/11/9
这医药的逻辑太强了,2022/11/9
收评明天 应该水落石出了吧,2022/11/9
第一目标,2022/11/9
一则公告引爆20cm涨停这个题材火了新龙头呼之欲出这些超跌概念股放量明显,2022/11/9
多主力现身龙虎榜众生药业涨停1109,2022/11/9
20221109行情分析继续弱分歧,2022/11/9
这个量不算大还没过20的换手呢大庄还没出货,2022/11/9
注意小心分歧,2022/11/9
最新消息入组完成了12多后天全部完成,2022/11/9
新冠主流是RDRP和3CL两个靶向比较,2022/11/9
以前是九安大帝现在是众生神,2022/11/9
狗最高2981盘口语言不足为外人道也189小数点后面加起来是9准备逃顶,2022/11/9
明天核按钮今天游资护盘,2022/11/9
你们明天顶一字我出给你,2022/11/9
1109复盘 打起精神跨年妖股要来了,2022/11/9
妖,2022/11/9
妖精,2022/11/9
简单说一下今日操作,2022/11/9
可以更大气一点了天塌下来也有八板的烧鹅顶着等烧鹅被关的时候再收一下偷笑,2022/11/9
低调低调,2022/11/9
能不能回调一点给个机会进,2022/11/9
众生药业今日龙虎榜解读和席位分析来啦,2022/11/9
5378中签大笑呲牙抄底泡沫,2022/11/9
还没走一字板说明上涨才刚刚开始拿好筹码,2022/11/9
20221109,2022/11/9
怎么看不到拉萨上榜,2022/11/9
78,2022/11/9
供销社的天鹅股份和医药的众生药业铁了做龙头股的心不得不说在医药板块强势领涨的,2022/11/9
众生药业啥不用说明天还是涨停,2022/11/9
国盛证券宁波桑田路营业部今日净卖出90465万,2022/11/9
国泰君安证券南京太平南路营业部今日净买入586605万,2022/11/9
数源科技历历在目鼓掌,2022/11/9
几家机构是一伙的是不是某个游资弄的机构席位7万手能够在同一秒卖出而且还不止,2022/11/9
今天被华森带节奏了明天继续,2022/11/9
兄弟们继续嗨起来,2022/11/9
众生药业002317龙虎榜数据1107,2022/11/9
机构终于挣钱了羡慕,2022/11/9
众生药业普度众生,2022/11/9
11月9日主题复盘  医药板块供销社强势房地产异动,2022/11/9
明天我想要进来了真害怕买死他,2022/11/9
到头了完全就是情绪炒作一涨了大家就会脑补找各种利好但是业绩不能支撑下去,2022/11/9
空中加油明天继续强势大涨众生已经把中药板块带起来了,2022/11/9
众生药业SZ002317哎真的是被冯玉冲搞死了好不容易看到解套希望,2022/11/9
按这几天机构的出货量不说前面就昨天今天加起来机构出了2000万股这量可以排,2022/11/9
众生对标九安,2022/11/9
10倍大牛,2022/11/9
众生药业投资价值分析,2022/11/9
板块集体上涨你们还叫什么,2022/11/9
众生药业今天全出了进入海辰药业300584 希望明上给力来个20厘米,2022/11/9
这个和阿兹夫定有什么区别,2022/11/9
市场才能最有眼光的洗掉老机构广州有钟老带队事成后机构那是要在更高的市值上拿,2022/11/9
尾盘只成交407手惜售已很明显明天起5个一字板可惜我已只有很少很少的筹码,2022/11/9
119早评分享,2022/11/9
疑似主力派发筹码今天清仓众生药业,2022/11/9
只要贴吧一致看多应该都走不远股价在分歧中上涨在一致时卖出没有错从以岭药业精,2022/11/9
今天321下车了不知道明早是否有机会接回来接不回来也无怨无悔了制药低开就,2022/11/9
这才是十倍牛股啊,2022/11/9
谢谢感恩拜神拜神拜神献花献花献花,2022/11/9
明天周二11月8日重点关注这5个最具爆发潜力的板块一人气龙头1信创反,2022/11/9
大家好请问明天要逢高分批卖出2317吗谢谢,2022/11/9
117复盘要来了下一个十倍股,2022/11/9
11月9日午盘策略,2022/11/9
云南白药东阿阿胶白云山片仔癀是彻底被开除中药板块了今天中药股再度领涨但,2022/11/9
顶级游资估计都买了这票大资金的战场,2022/11/9
二个月牛亏大了惊讶,2022/11/9
最后的疯狂,2022/11/9
今天主力大单买了19亿4000万以下的游资不知进了多少,2022/11/9
看看所谓高手怎么丢了一大牛一天天的去干涨停追涨杀跌,2022/11/9
跨年妖王,2022/11/9
好家伙机构有多少货,2022/11/9
一个主升浪的票有什么好怕的亏就亏了其他票不是更容易亏吗,2022/11/9
机构抓紧卖吧 省的后面砸盘,2022/11/9
机构砸盘,2022/11/9
众生药业SZ002317我又满上了成本又降了两毛笑哭笑哭,2022/11/9
要把机构全部洗完天天几个亿卖出,2022/11/9
众生药业封涨停板 三机构卖出3亿元,2022/11/9
发出来让大家开心一下有没有比我更倒霉的,2022/11/9
想问问大家明天早上建议加仓吗,2022/11/9
11月4日复盘持仓3层众生药业2层拓新药业盘中动态翰宇药业冲高后不过前,2022/11/9
特效药中药方向领涨,2022/11/9
没拿住可惜了要不账户就翻红了哭哭哭,2022/11/9
众生几次异动了,2022/11/9
众生药业日内10,2022/11/9
早盘发帖说的亚翔集成SH603929 赚了12个点后市潜力股是谁怎么操作,2022/11/9
君实vv116是彻底废了人类繁衍生息的希望就在众生药业,2022/11/9
我11块多的时候卖了,2022/11/9
割肉真的好痛,2022/11/9
又没榜,2022/11/9
信创废了,2022/11/9
很漂亮的图形走趋势的股票就没必要追高了有很多人错过了这一只股在这个位置我觉,2022/11/9
就看众生以岭药业你俩表演了,2022/11/9
跨年大妖,2022/11/9
目标价80特效药将走出一波超级行情龙头股上涨810倍众生药业就是去年的九安,2022/11/9
盘前说两句昨天题材只是回流了一部分并没有扭转现阶段以锂资源为首的赛道强势的局,2022/11/9
118复盘权重搭台题材唱戏戏子太多也是问题,2022/11/9
年度大牛股王十倍起步将超越118元买买买买买买买买买买,2022/11/9
5年前的片仔癀珍惜手上的筹码,2022/11/9
市场总龙熄火众生药业独撑局面医药再显韧性,2022/11/9
这就垮年妖股新冠药物,2022/11/9
果链,2022/11/9
两只社保在里面国家队,2022/11/9
社保赚翻了啊引领价值投机,2022/11/9
现在两个异动了,2022/11/9
今天上午一大堆机构去调研了,2022/11/9
短炒后一地鸡毛,2022/11/9
这里风景独好,2022/11/9
大盘如果明天回调下去也是买点但是会比今天的更低一些今天科创50支撑是103,2022/11/9
竞业达倒了你就是龙了,2022/11/9
12元买16元卖开心了很久现在看看又不怎么开心了,2022/11/9
股市一直流传着一些名言比如低吸富三代打板毁一生新手死于追高老手死于抄底,2022/11/9
怎么会有这么牛的股,2022/11/9
10元的时候观察过这个股没选在其他股亏到裤衩子都没了这里还涨3倍哎,2022/11/9
119收盘点评受权重拖累指数连续调整大概是要等外围事件落地才会有所改变,2022/11/9
盘面有鬼,2022/11/9
大家都来猜猜明天高开几个点几分钟封版猜对有奖哦,2022/11/9
補漲龍,2022/11/9
这票高位放量很快就有人高位站几年的岗,2022/11/9
我今天也交出了13的筹码实在扛不住原来赚钱也那么痛苦捂脸,2022/11/9
今天板上出了23仓的众生低吸了反包的以岭不知道明天会怎么样捂脸,2022/11/9
10万实盘的第70个交易日目前11685w今日110086继续高歌猛进,2022/11/9
这几天接近高位4个板明天谁会接盘啊,2022/11/9
越怕越长,2022/11/9
公募基金大佬这个位置不够高我们等到60以上再来接盘,2022/11/9
贴吧一致看多太危险了还有晒收益的服了,2022/11/9
对标美国辉瑞一期效果比辉瑞好二期IIT单双给药效果显著三期直接单药,2022/11/9
亏了嘛兄弟们,2022/11/9
众生牛,2022/11/9
融资买入太多了怕是走不远明天危险,2022/11/9
我已经帮你们准备好了,2022/11/9
高处不胜寒起舞弄清影,2022/11/9
这股定增完了吗,2022/11/9
今日继续开闸泄洪保持安全库容,2022/11/9
如何通过周线月线判断股票主升浪开始坊间俗语月线看势周线选股日线辨强弱,2022/11/9
做为竞业达的卡位龙老大去世多少会带来负面影响后面看资金强度,2022/11/9
特效药是利空以岭药业千万不要进以岭众生35以上没大笑大笑大笑大笑,2022/11/9
太牛了越高越不敢买买了的躺着舒服火箭火箭火箭,2022/11/9
三季报业绩肯定不好啦明天该走的敢紧走留下的赌,2022/11/9
每天都炸板今天炸十次以上我的心脏受不了不能抄股把命搭上所以决定把筹码都交,2022/11/9
今天不出货明天就要出了一般涨多了公司又发些消息出来让主力出货,2022/11/9
自己玩自己吧俺先跑了,2022/11/9
直接全仓了怕什么怕,2022/11/9
众生药业单独口服药广州需要国家需要形势需要世界需要,2022/11/9
医药智投丨新冠药概念股进一步走高 新华制药众生药业涨停,2022/11/9
没有特效药都傻了吧,2022/11/9
加速上涨不敢拿了,2022/11/9
市场总龙头一定会有大批的追随者不用担心很安全,2022/11/9
信不信明天开始走一字板,2022/11/9
真是强啊,2022/11/9
明天到顶了快跑,2022/11/9
牛度大牛股王十倍起步将超越118元买买买买买买买买买买买买买买买买买买买买买买,2022/11/9
今年的妖股新高连板,2022/11/9
再不跑就抽梯子啦滴汗滴汗滴汗滴汗滴汗滴汗,2022/11/9
众生药业普渡众生啊股民上半的钱都可以从这里赚回,2022/11/9
下一个九安,2022/11/9
明天更看好哪个方向的大涨,2022/11/9
我有恐高症今天早上第一次涨停就全部清仓去新华医药啦在新华又吃了7个点今天入,2022/11/9
恭喜今天成功套现落袋的朋友只要不卖一切盈利就是虚幻,2022/11/9
这绿色是卖还是买啊怎么判断涨停板上的到底是主力在卖还是在买呢求大神指导谢谢,2022/11/9
市场分歧新龙头崛起,2022/11/9
起码2个板,2022/11/9
惨了明天等着逃命吧有多欢乐就有多伤悲,2022/11/9
2点多那一个多e小鳄鱼砸的,2022/11/9
还剩1千股留着看家捂脸捂脸走了留下的发财,2022/11/9
满仓干明天又可以赚钱买房坏笑坏笑坏笑,2022/11/9
本想作个T结果就这样被洗出来了主力太狠了哭哭哭,2022/11/9
众生药业这都炸不开怕什么买,2022/11/9
众生今天会出榜吧,2022/11/9
股价能达到多少,2022/11/9
贪贪贪换股啊见涨停不走呆也而后买入今年没咋涨的股票002998她盘小绩,2022/11/9
快跑吧机构把压箱底的货都卖的差不多了傻游还在接信息差比机构强吗,2022/11/9
有点意思啊这踏马的放开来吃货么,2022/11/9
300158是你家人,2022/11/9
我又回来了,2022/11/9
今天还去接盘的是不是吃多了,2022/11/9
卧槽上个月加入的才发现它在自选里翻了个倍,2022/11/9
终于要结束了,2022/11/9
今天的主力发现有人在几百手不停出干脆开板让他走自己撤单逼他们砸出来,2022/11/9
盘子这么大有必要炒吗,2022/11/9
大三浪的第一浪浪花朵朵开随波逐流,2022/11/9
有多少筹码我全要了,2022/11/9
李双全是追求绝对收益的均衡配置高手所以他管理的华商改革创新股票表现也是不错看,2022/11/9
哦豁明天要吃面了,2022/11/9
001322形态好有连板态势抓紧买来看一看别后悔少挣几十个点多遗憾把,2022/11/9
十倍牛股七连板到60,2022/11/9
历来买啥赔啥就不信了明天买进众生药业,2022/11/9
辽宁能源重组了,2022/11/9
原主力出货新主力进场接盘主力不断替换众生药业股价就不断创新高,2022/11/9
大资金进场,2022/11/9
这个数字是啥意思,2022/11/9
众生药业今天满仓打板,2022/11/9
明天继续涨停,2022/11/9
一起见证跨年大妖的诞生众生医药yyds,2022/11/9
我从13块关注现在已经到了买不起的样子,2022/11/9
没有仓位不要接盘有仓位不要卖不要踢,2022/11/9
总是有整数500的卖单怎么回事,2022/11/9
都看好就得调整了,2022/11/9
小儿呼吸道合胞病毒RSV概念今年冬天流行科兴制药坐等风来,2022/11/9
怎么每分钟都要出一个五百手的大单谁在偷偷卖,2022/11/9
主力在偷偷出货啊沃日,2022/11/9
牛翻了两倍涨幅底部筹码峰都没怎么松动,2022/11/9
众生连续7天换手率已经到1213了主力已经开始出货了,2022/11/9
539我小舅兄弟们不要怕继续顶,2022/11/9
要开板了一直在漏单,2022/11/9
加油,2022/11/9
500的漏单一直在出货什么鬼东西,2022/11/9
从2021年进这个票一直套着好不容易解套了你涨了百分之101哭晕在厕所,2022/11/9
自选,2022/11/9
谁知道几次异动了,2022/11/9
众生药业最近一个多月一波趋势暴涨150今天高位涨停极其拉风带动同样是3,2022/11/9
好想买又怕成接盘侠还好封住住了让我不用那么纠结,2022/11/9
从昨天的走势看好像不会涨太多现在一至看多是危险的时候,2022/11/9
怼起来接着揺100元,2022/11/9
众生药业今天还开板 立即,2022/11/9
T飞了太贪了本来挂了1810接回的后来又撤单了,2022/11/9
羡慕买药的,2022/11/9
回调几天会死想买又不敢一直等回调哭哭哭,2022/11/9
走趋龙了无论涨不涨停都无所谓了,2022/11/9
新冠特效药众生药业是治疗翰宇药业是预防还有一家,2022/11/9
众生能不能研发脱发药这个市场巨大啊,2022/11/9
66666666,2022/11/9
这股几个异动呀,2022/11/9
赶快排个队买5000股不知道买的到么滴汗滴汗滴汗,2022/11/9
众生丸这是我的最爱之一,2022/11/9
应该可以干到40,2022/11/9
今天被吓出来了,2022/11/9
龙头,2022/11/9
看打开了卖飞了,2022/11/9
冲啊赶紧进去啊说不定还可以捞个虾仔如果公布是没有新冠药的话那就是跌到解放,2022/11/9
明日回撤有所预期短线情绪仍然看多后续展望和实盘总结附股,2022/11/9
为啥别人家的都这么流弊,2022/11/9
今天最后一涨等回调,2022/11/9
贪别贪了啊换股吧见涨停不走呆也而后买入今年没咋涨的股票002998,2022/11/9
翰宇药业为独角兽其它公司都有竞争者,2022/11/9
今天进明天埋微笑,2022/11/9
药茅台谁反对,2022/11/9
500元的药茅已基本成型啦,2022/11/9
赶紧跑在线一万手等待中,2022/11/9
满仓干看到300 满仓干看到300,2022/11/9
看好就不要卖拉到35填权继续10转10不看好下午跑,2022/11/9
本来想做T呢没想到直接起飞了祝大家发财,2022/11/9
真牛皮这么大成交连续超预期有点九安的意思今天才上车有点晚了,2022/11/9
普度众生啊牛笔,2022/11/9
谢谢善庄从不套人走了谢谢一周的陪伴赞赞赞,2022/11/9
昨天放量滞涨今天应该是离场的机会都在看好众生对比九安反而有风险了等看看后,2022/11/9
不该我赚钱18的时候买了想着赶快回本这下涨了那么多奶奶的,2022/11/9
吧里几乎全是唱空的你明白的,2022/11/9
废掉了看到的是捧其实是砸盘子的,2022/11/9
估计还得开换手不够,2022/11/9
会不会是第二个九安呢,2022/11/9
今日已下班啦,2022/11/9
牛逼,2022/11/9
今日看市场是公平的,2022/11/9
大牛股的特点天天给你上车的机会,2022/11/9
一切才刚刚开始,2022/11/9
卖菜的大妈吧里都是一片看空的就买,2022/11/9
今天砸盘的现在已不淡定啦,2022/11/9
今天打板进的还能有几个板,2022/11/9
上午在板上被洗出去了哭哭哭不知下午还有机会买进吗,2022/11/9
真牛逼啊,2022/11/9
游资给基金和社保抬轿基金11社保5这绝对是协议易,2022/11/9
清仓走你,2022/11/9
九安是核酸检测20倍中国医药进口辉瑞翻了3倍众生药业出特效药你们说得多少倍,2022/11/9
赶顶,2022/11/9
昨天叫嚷着跌停的出来走几步,2022/11/9
龙头不应该这么小气拉这么急太小气容易炸,2022/11/9
众生生普渡众生买买买才是有缘人,2022/11/9
又一个九安,2022/11/9
午盘丨一纸公告歌尔股份变成了割肉股份,2022/11/9
双特异广谱新冠病毒中和抗体BAT2022是百奥泰利用公司IDEAL噬菌体展示技,2022/11/9
每天都看着就是不敢买,2022/11/9
众生上市十三年股价一直在十八以下波动这次是向上有效突破意味着背后有强大的基本面或,2022/11/9
方向标 新冠治疗众生药业顺势涨停,2022/11/9
说话的人少了都被洗没了吗,2022/11/9
百奥泰在2022美国年度疫苗峰会上报告重组双价热稳定纳米新冠疫苗研究进展研究表明,2022/11/9
太贪了别贪了换股吧见涨停不走呆也而后买入今年没咋涨的股票002998,2022/11/9
看到70,2022/11/9
成本快T到13明天继续全仓猛干大笑大笑大笑,2022/11/9
新世界中药商业百货酒店国企盘面后疫情旅游酒店强势西安饮食五连板西安,2022/11/9
我今天减持587万股,2022/11/9
周线可参考以岭,2022/11/9
缩量上涨还会涨,2022/11/9
11月9日早盘策略及选股深思熟虑后的结果老规矩每日一只涨停必不可少神空,2022/11/9
药君实生物等个股都出现了剧烈兴奋哭哭,2022/11/9
刚开始加速我就卖了今天少赚5个点明天就是十个哭,2022/11/9
今天涨停走了回家种田去太吓人了一上一下小心脏碰碰跳都跳出来塞不回去了,2022/11/9
昨天医药分歧今天回流太猛了超乎意料今天没买药拍断大腿,2022/11/9
是不是快进小黑屋了,2022/11/9
妖股吗,2022/11/9
这就是所谓的市值管理接下来看谁接盘吧兄弟们,2022/11/9
中药龙头这就是跨年妖股吗,2022/11/9
新里程集团主业聚焦十几家医疗医院是否有涉及医美整形技术和牙科种植技术呢是否有涉,2022/11/9
小心活埋,2022/11/9
跨年妖王就是你了兄弟们卖房梭哈旺柴,2022/11/9
还好龙虎榜没有出现拉萨队等拉萨队进场估计就到头了,2022/11/9
真牛,2022/11/9
十倍牛股明牌了,2022/11/9
是该发力的时候啦未来必将成为妖股色鼓掌,2022/11/9
从板块和热点上看医药因为众生药业的强势把医药股再次拉起并且反复活跃指数来,2022/11/9
高位利空就是利好拿到60没问题,2022/11/9
贪了你后悔吧别贪了换股吧见涨停不走呆也而后买入今年没咋涨的股票0029,2022/11/9
游资底部13元左右的筹码1已经到了高位游资与假机构出货主力主力韭菜,2022/11/9
众生药业不会再开板啦,2022/11/9
跌停买入涨停卖出,2022/11/9
把你卖飞了只能留念下委屈,2022/11/9
看谁猜的准呲牙,2022/11/9
明天开盘是关键不是涨就是跌大哭加油色困顿发呆,2022/11/9
中药板块大幅拉升,2022/11/9
怎么那么牛,2022/11/9
十倍牛股值得拥有,2022/11/9
唉十五块钱的本钱真没想到,2022/11/9
跨年妖股应该就是众生目前3倍了看好6倍,2022/11/9
一天开板10几次让散户怎么活呀,2022/11/9
被洗走了真菜,2022/11/9
准备买房的钱今天又加仓50W,2022/11/9
明天再次长阳反包这些股多多关注,2022/11/9
歌尔歌尔,2022/11/9
来去自由牛股特性连续六天摸涨停哪时候买都是赚,2022/11/9
把空方都释放出去吧否则不好加速拉升,2022/11/9
众生药业敢开板 全部资金我就大买,2022/11/9
今年跨年妖股会花落谁家给大家盘点目前最有潜力成为跨年妖的5只股票,2022/11/9
哈哈错过了几个亿,2022/11/9
不愧是敢死队钢铁洪流啊,2022/11/9
只要这个票不倒大家就可以放心大胆的玩耍,2022/11/9
涨停板进的明天吃个大肉就跑,2022/11/9
可以下班了不,2022/11/9
涨停价先止盈了,2022/11/9
高处不胜寒不敢买,2022/11/9
不敢买就一直涨一买就掉头,2022/11/9
短线涨幅过大今天医药集体高潮后面会分歧一段时间加仓部分获利了结减减仓等回,2022/11/9
是福不是祸是祸躲不过众生平等,2022/11/9
众生拯救了医药板块永远的神,2022/11/9
散户大多数被吓走了洗盘手法举世无双大笑大笑,2022/11/9
持股我已买入4天了连涨4天这是多么神奇的事从来没有哪只股票能连涨4天的而,2022/11/9
市场总龙头开板就是机会,2022/11/9
救股票300975300975具备电子资源整合具备上万种电子产品,2022/11/9
成妖了,2022/11/9
像这种高位越是利空越要买,2022/11/9
本人已全仓期待10连板,2022/11/9
有开板买入的兄弟吗,2022/11/9
今天100能涨停收盘而且榜上绝对有拉萨,2022/11/9
这股很考验承受力啊,2022/11/9
广告人气靠前散户疯狂方便游资吸引韭菜接盘来出货炒股养家说超级高手卖出龙头,2022/11/9
走了游资太牛也太凶险刀口舔血观察回调再来,2022/11/9
跨年10倍妖就你了,2022/11/9
众生就是送钱的票买入持有简简单单挣钱就行了,2022/11/9
不断开板终于把我给震出来了又收涨停了筹码给骗光了仅剩13了,2022/11/9
跨年妖王会是你吗,2022/11/9
想跑的跑得差不多了刚才大单又出了几万手,2022/11/9
啥情况一点点的在撬开想一下想一下想一下出货了,2022/11/9
跨年妖了,2022/11/9
庄家板上出货我挂一手居然成交了专业试庄家出货的一手单最后的底仓也卖了不留,2022/11/9
市场总龙头不会倒的放心吧一大帮跟随的怎么能倒啊,2022/11/9
想起当年的重庆啤酒最后宣布乙肝疫苗研发失败,2022/11/9
医药最近太猛了,2022/11/9
猪力把我洗出去了,2022/11/9
撑的很硬啊,2022/11/9
咋不砸了涨停板跑了点你不会不洗了吧,2022/11/9
希望能把深股通洗走,2022/11/9
这个是不是今年的跨年妖股,2022/11/9
25亿韭菜接盘游资成本低于13元游资出货后A杀韭菜主力主力韭菜,2022/11/9
量能太大明早跌停开盘,2022/11/9
吃小肉,2022/11/9
建议赶紧跑下午跳水来个天地板,2022/11/9
十倍牛股市场总龙不会倒的,2022/11/9
板上减持了还在接盘6666666,2022/11/9
去年10月建仓成本88感谢主力走了,2022/11/9
想要在股市上挣钱就要行别人不敢行之路,2022/11/9
涨停强壮强壮强壮强壮强壮强壮,2022/11/9
别人恐惧我贪婪别人贪婪我恐惧这就是A股的实质性操作不要被什么技术什么利,2022/11/9
龙头不言顶天空才是你的尽头,2022/11/9
今天会崩溃,2022/11/9
炸了五次板靠,2022/11/9
炒股千万条不吃最后一口肉周一涨停卖出60点虽然买了其他便宜的被套了58个,2022/11/9
跑短线到头了,2022/11/9
众生药业,2022/11/9
游资继续诱多散户接盘今晚游资的马甲东财拉萨席位上榜主力主力韭菜韭,2022/11/9
当之无愧的中药龙头,2022/11/9
119机会来了做好低吸准备随时开车,2022/11/9
送钱票冲啊,2022/11/9
撤了资金周转需要祝留下好运不足一成猫粮而已怕高,2022/11/9
好悬啊不停的炸板,2022/11/9
真是没命一个月的时间翻倍股硬深深错过,2022/11/9
别人的恐惧就是我的机会现在全仓进,2022/11/9
给你机会不中用啊我现在全仓杀进,2022/11/9
游资涨停出货明天游资低开跌停主力主力韭菜韭菜下跌下跌,2022/11/9
十倍牛股抢啊,2022/11/9
这还能开板真的无语了,2022/11/9
连续几天打开涨停板今天危险了当心天地板落袋为安,2022/11/9
谁啊一直2万多手1万多手4万多手的往下砸真是太讨厌了,2022/11/9
跨年总龙头没跑了,2022/11/9
我佛慈悲普渡众生妖股得意,2022/11/9
炸板王,2022/11/9
广告人气靠前散户疯狂方便游资出货炒股养家说超级高手卖出龙头主力主,2022/11/9
快跑炸板了,2022/11/9
众生药业又在强烈洗白了又是机会又可以多买几百股,2022/11/9
异常波动立案调查核查,2022/11/9
游资出货了明天游资低开跌停主力主力卖出卖出韭菜韭菜下,2022/11/9
