comment,date
等55再来加仓吧兄弟们先跑吧好汉不吃眼前亏,2022/11/7
可以买了站稳了准备反击,2022/11/7
不是那种超强势的股票一旦开始走弱就要果断离场,2022/11/7
速度加仓往死加,2022/11/7
真服了,2022/11/7
妖精的尾巴,2022/11/7
软的,2022/11/7
深股通幕后是谁,2022/11/7
快爬跌停啊,2022/11/7
无得教,2022/11/7
韭菜们还好吗,2022/11/7
回踩二十日线,2022/11/7
650以下买,2022/11/7
还要阴跌一年,2022/11/7
不要买不要买还要大跌,2022/11/7
买股前应看一下股吧红日天天被骂垃圾这种股不能买,2022/11/7
已经卖了涨跌无关,2022/11/7
还会继续砸深股通就是韭菜收割机,2022/11/7
控盘整天玩泥巴脏兮兮的没脑子特满足欠收拾旺柴,2022/11/7
控盘弱的一b得意,2022/11/7
继续砸妖你早S早好,2022/11/7
药业不该这样走啊又换错了,2022/11/7
靠,2022/11/7
快跑,2022/11/7
PTS新消息来了已完成现场检查了,2022/11/7
该跌不跌必有妖,2022/11/7
洗的越久越香醇红日药业15元起步董事长配合减持已经3次了志存高远中药茅台,2022/11/7
再见了妖董坑业等你慢慢跌到第四个墓底再来,2022/11/7
姚小青把我们的钱吃了啊,2022/11/7
看到众生开板立既清仓你再见了阿日留下的战友发财,2022/11/7
今天北向资金坚决卖出唉真垃圾,2022/11/7
天天减持能红就怪了,2022/11/7
恶魔又在砸,2022/11/7
今年没戏了这股3年内没戏,2022/11/7
他爹以岭药业跌了红日自然要跟的红的时候跟不上绿的时候绿的发黑,2022/11/7
压盘而己它不敢下也不敢上,2022/11/7
现在利空表现的这么直接吗,2022/11/7
这盘砸的太low砸到谁呢砸完收不回又高价接回脑回路不正常吧惊吓,2022/11/7
最高点赚60个点没有卖现在回调了十几个点感觉要清仓了,2022/11/7
韭菜们悬了赶紧走一会就大跌,2022/11/7
控盘暗语别来啊来了我砸死你几天后砸盘拖着伤口冒血的身子流浪在2号大,2022/11/7
真是够垃圾的高开跳水,2022/11/7
红日境况几目都是利空满屏都是砸盘红日投资者伤痕累累内卷互割成瘾666,2022/11/7
已经两极分化红日被资金抛弃,2022/11/7
有谁会去买一个连董事长都不看好的公司的股票呢,2022/11/7
再跌破五元也是有可能赶紧跑不要听套牢的忽悠接盘减持,2022/11/7
红日股价一抬头姚老板必定减持这是多么看不上自己亲自培育起来的孩子,2022/11/7
众生开板清仓红旧,2022/11/7
又个小机构割肉跑路666,2022/11/7
真烂,2022/11/7
人家是大幅盈利砸红日是割肉也要砸红日投资者的脑回路太不正常666,2022/11/7
红日投资者特点互割都是输家包括大户和控盘,2022/11/7
说了你们又不听你们又不信怪谁呢,2022/11/7
看到十日线,2022/11/7
你的爹以岭药业跌了快点跟上,2022/11/7
完了一路向北,2022/11/7
天天跟着主力拉高出货应该也不错吧,2022/11/7
强者更强弱者更弱,2022/11/7
砸盘的放学别走怒,2022/11/7
你爷陇神戎发涨了两个点了你跟你爹还是爷,2022/11/7
要一路向下了,2022/11/7
庄挺喜欢吃韭菜盒子的偷笑,2022/11/7
妖早s早好,2022/11/7
三周内红日必火山爆发,2022/11/7
小青割肉没等着吃你肉呢,2022/11/7
这股票散户岀不去大户碰都不碰,2022/11/7
姚小青28日减持公告完成了隔几天又要减持了专坑定股民的人老天饶过谁呀,2022/11/7
开盘我先清仓,2022/11/7
红日药业融资余额585亿元创近一年新低1104,2022/11/7
天津上市药企集体减持,2022/11/7
我就问一句你们都能知道的消息主力不知道呵呵自欺欺人一个个,2022/11/6
明天没了呀,2022/11/6
装B调头朝下,2022/11/6
高管都减持了还有什么盼头,2022/11/6
红日药业本周融资净偿还169547万元居中药板块第四,2022/11/6
老有韭菜拿pts来忽悠韭菜2014年就开始炒作了8年过去了就像克冠一号有头,2022/11/6
审评已结束各位朋友们这个是重磅的药造福人类CXHS1700010及CXHS,2022/11/6
红日药业本周深股通持股市值增加671963万元居中药板块第五,2022/11/6
今天包起来外资买这么多有什么好消息,2022/11/5
唱多的越来越多了看来又要跌了,2022/11/5
清零政策不动摇下周医药股可能来一波,2022/11/5
红日药业11月04日获深股通增持7311万股,2022/11/5
姚减持不停直到清零何必执着一只股徒增烦恼几千只股好股多得是,2022/11/5
姚贼害人不浅,2022/11/5
姚懂10月2627减仓400万股大概价位71和我清仓价差不多,2022/11/5
红日真正的大牛股大A才长了两个点你就长了一个多点太牛了我相信在姚女士的带,2022/11/5
这垃圾已经被以岭药业抛弃了卖了拉黑不碰了,2022/11/5
不知道这家伙减持真躺枪跑了1个多亿看来还会下来,2022/11/4
太惊悚啦还好在套了半年后的昨天终于解套了卖在了次高点减持是T的害人了,2022/11/4
昨日尾盘跳水把劳资吓闷了一下下当时不知为何现在晓得了原来是姚老板在跳减持,2022/11/4
我没有明白这个里面散户玩的意义是什么,2022/11/4
短期头部形成,2022/11/4
董事长刚连续减持3000万股现又准备减持3000万股他手上还持红日公司11,2022/11/4
下来了下来了到了5元再次建仓72第三次清仓了,2022/11/4
刚减持完成没两天又减持准备跑路是吧严查,2022/11/4
清仓了趋势坏了没必要给妖抬轿,2022/11/4
下周跌破64建议清仓不破位站上五日线持股待涨微笑,2022/11/4
拿了182天了目标翻倍不翻倍绝不走反正都坐了一次过山车了也不怕再来一次,2022/11/4
红日药业这段时间原本向上趋势良好这货来个减持向上趋势戛然而止并迅速调头向下,2022/11/4
各位还敢继续幻想吗套到你怀疑人生,2022/11/4
这董事长没完没了减持为哪般,2022/11/4
红日药业11月03日获深股通增持92565万股,2022/11/4
我TM哭了,2022/11/4
没有找到好游资,2022/11/4
需要万手哥来吓一吓庄才行,2022/11/4
该说不说我是很害怕的口罩希望能赚点儿烟钱,2022/11/4
董事长减持利空座高点73已出现卖点10日线都上不了接下来开始跌至46附,2022/11/4
老鸭头形成 继续加仓,2022/11/4
湿垃圾红日药业,2022/11/4
大盘形势这么好才涨这么点下周一肯定是大跌的,2022/11/4
垃圾垃圾,2022/11/4
众生封板带来的中药效应是积极的就看红日的良心了,2022/11/4
20CM我就抄的,2022/11/4
明天要吃面了卧槽啊,2022/11/4
就压75够意思,2022/11/4
压单不可怕托单才可怕,2022/11/4
上面的压单好大呀,2022/11/4
这公司存在严重内幕交易拉高减持出利好说减持完毕散户接盘然后出减持利空打压,2022/11/4
减持消息提前泄露了吧,2022/11/4
天天压盘压得死死看不懂,2022/11/4
下午绿色,2022/11/4
我一卖就涨真气人,2022/11/4
萎,2022/11/4
剧情长了就是狗血剧,2022/11/4
做T的人真多,2022/11/4
今天没有跳着买却跳着卖,2022/11/4
散户买庄出逃捂脸,2022/11/4
要死不活,2022/11/4
加油,2022/11/4
韭菜们开始上演葫芦娃救爷爷的戏码了捂脸,2022/11/4
以前跟以岭药业上涨因姚小妖减持掉队了,2022/11/4
摇滚快点,2022/11/4
如果不是大盘好绿日早跌成狗了,2022/11/4
大盘大涨了个股都涨得一塌糊涂了你还在这装疯卖傻啊别装了到你起飞了加速推,2022/11/4
中药都断货了坏庄继续压盘等超级利好红日15元起步,2022/11/4
,2022/11/4
就是卖,2022/11/4
大盘涨70多点你就涨三分钱你还要脸不,2022/11/4
已卖不再见,2022/11/4
以岭药业50这垃圾跌到6元散户建议不要买这是A股最垃圾的股每天都冲一下就回,2022/11/4
压不住了要发标了,2022/11/4
看看你大爷都上天了,2022/11/4
咋肿鼓,2022/11/4
只要涨一点一定有几篇减持公告真扯,2022/11/4
小青太差吗,2022/11/4
大家跟着老谣减持成清仓是不会错的,2022/11/4
众生的市值和红日一样股价,2022/11/4
为什么一直有在67对倒呢,2022/11/4
你哥上天花板了你还在睡觉,2022/11/4
还真有人认为姚这1减持会导致红日股票大跌还真有人仓惶逃窜,2022/11/4
是老谣拉高减持大家跟着老谣一起减仓吧清仓了留下的发财去汽车板块了,2022/11/4
老谣在减持,2022/11/4
好了洗的差不多了吧该干活了要不99的路程比较漫长捂脸,2022/11/4
起来了下午才开始发力,2022/11/4
七块一以上谁接我的筹码五十万手五块七的成本告一声,2022/11/4
来个涨停,2022/11/4
减持完成毕竟抛压减少一机构可以上攻啦,2022/11/4
79的本还差16个点回本,2022/11/4
今天必红,2022/11/4
1588买了70000股东方财富钱是用房产证贷款来的3年不还本金我就在股市放,2022/11/4
中药颗粒配方禁止网络上销售是利好吗,2022/11/4
今年准备破5再买点炒的好烦买什么涨什么没什么技术含量不想做了,2022/11/4
有没有朋友昨天跟我一起买券商的,2022/11/4
亏了3万多割了去买佐力药业,2022/11/4
呼叫万手哥万手妹一起冲加油加油加油,2022/11/4
移花接木主力间的淘汰赛,2022/11/4
小青你自己割肉吧,2022/11/4
参考七月份行情微笑,2022/11/4
你比华森差那了,2022/11/4
跑了,2022/11/4
微涨大跌这不妥妥的七月行情,2022/11/4
58等你,2022/11/4
炒这垃圾亏钱是次要的主要是要命大盘连续大涨这垃圾连续大跌上涨一分要命下跌,2022/11/4
跟在后面的小弟,2022/11/4
有钱也不买你可笑,2022/11/4
今天就看能不能站上五日线了,2022/11/4
已经在筑底了别急,2022/11/4
小操盘手盘控得不错67死活压着,2022/11/4
以岭破50红日破不了8,2022/11/4
空狗们狠狠地砸呀老子等着呢,2022/11/4
好苦逼以为会涨卖了陇神买你,2022/11/4
无语以岭又是你爸,2022/11/4
清仓,2022/11/4
蝇头小利也是收获,2022/11/4
感觉下午收盘价在63了,2022/11/4
白白浪费了两天好盘,2022/11/4
其实散户有时是在赌赌的是大股东最后一次减持之前有一个约定,2022/11/4
涨一点都要看以岭的脸色无语,2022/11/4
上攻十日线都那么难吗,2022/11/4
套你没商量,2022/11/4
就你不涨,2022/11/4
玩泥巴吃泥巴这就是红日大户在做的事为什么为什么为什么,2022/11/4
这货跟振东制药差不多都是创业板医药操作也挺像也是没完没了的减持,2022/11/4
65以上卖都正确千万不能买下跌很猛,2022/11/4
耐心等待俏皮,2022/11/4
连跌4天可以抄底搞第二波主打歌了,2022/11/4
已经满仓了20Cm冲冲冲,2022/11/4
垃圾浪费行情,2022/11/4
死翘翘的节奏,2022/11/4
不扫清妖股价难涨,2022/11/4
又要套半年随意了,2022/11/4
前天73解套没跑又套住了先拿着吧,2022/11/4
这股里有很多游资谁也不敢造次,2022/11/4
举报他为什么减持要跑么,2022/11/4
别上当买让庄家自己低位出货吧不给小青这货接盘,2022/11/4
减持,2022/11/4
股市不要怨谁别人也想落袋为安,2022/11/4
千万不要受诱多影响这个价位都是为了出货清仓韭菜们,2022/11/4
这只股票就是被压得死死的不让涨,2022/11/4
主力在出货快跑,2022/11/4
涨不过板块的股票,2022/11/4
不一定非要卖到最高我是71  715分批出的现在决不能碰板块轮流,2022/11/4
筹码分散游资有机会就收割一下,2022/11/4
快跑吧,2022/11/4
红日大户拉色人家资金都瞧不上你玩泥巴吃泥巴的二火为什么,2022/11/4
你个垃圾放弃割肉又放弃一个板儿,2022/11/4
今天不放量上包又是慢慢熊途,2022/11/4
此股一直有妖在兴风作浪所以股价一直涨不上去,2022/11/4
姚总应该很享受投资者的愤怒所以一而再再而三的在骂声中减持,2022/11/4
已经没有再继续支持你的理由了真的是太差劲,2022/11/4
您们为何一直砸是为了公布新药前的准备吗,2022/11/4
以岭都飞上天了搐生,2022/11/4
老谣太过份了,2022/11/4
山头的风很冷吧哈哈哈哈还好前天732清仓,2022/11/4
趋势向下了没必要留恋了,2022/11/4
砸盘的一会让它们傻眼火箭火箭火箭,2022/11/4
大盘都要被这笔货拖跌了,2022/11/4
草踏马的的买啥跌啥真无语,2022/11/4
谁愿意去抬轿子让姚减持,2022/11/4
砸盘的小机构小鳖散蹄你出局88直线拉升火箭火箭火箭,2022/11/4
提出到2025年全国医疗卫生机构中医药人员总数突破100万人实现100的社区,2022/11/4
红日药业融资余额594亿元创近一年新低1103,2022/11/4
还是支持喝酒吗,2022/11/4
很少见红日高开,2022/11/4
北向资金昨天买了1000多万股增仓50谁知道是怎么回事刚才忘了上图,2022/11/4
北向资金昨天买了1000多万股增仓50谁知道是怎么回事,2022/11/4
跌跌不休,2022/11/4
中国中药,2022/11/4
816国家队国家队国家队,2022/11/4
今天肯定是阴跌,2022/11/4
好,2022/11/3
不在大宗交易平台减持非得在二级市场减吃相太难看,2022/11/3
这不单是要做空自己公司还要做成sT,2022/11/3
今天是冲高回落放量下跌小心谨慎了,2022/11/3
还好跑的及时吃口大肉美滋滋,2022/11/3
今天借利空洗盘明天继续向上,2022/11/3
红日药业11月01日被深股通减持25762万股,2022/11/3
这种垃圾活该被抛弃烂股天天画大饼没球得一种特效药一种药十几年批不下来瞎,2022/11/3
估计要五个跌停板了,2022/11/3
中药板块本来上午开盘没多久往上冲的除了涨停板没炸板的没什么影响后来就慢慢开始下,2022/11/3
本人增持数量不低于30万股且不高于50万股,2022/11/3
主力洗盘再洗盘,2022/11/3
我宣布1317分以后再也看不到7元以下的红日了,2022/11/3
这是调整还是见顶下跌开始,2022/11/3
大股东减持股票规定1持股5以上股东一般要求两年以上才能减持2持股5,2022/11/3
中药治疗新冠是有效果的中药带领股民和种植中药的农民发家致富,2022/11/3
今天貌似该跑了,2022/11/3
准备站山岗吧已经被资金抛弃了,2022/11/3
调整目标可参考年线支撑,2022/11/3
明天大涨,2022/11/3
箱体内振荡至多还有两次冲箱体上界即让外资跑光光留下的只能有机会保本跑,2022/11/3
恭喜持有坚持的朋友们涨停板,2022/11/3
成都兴城投资集团为何不派董事长仍然让姚小青作为法人董事长呢她老是减持股份,2022/11/3
知足吧自己买卖没有人逼,2022/11/3
看看中路股份业绩也不怎么样但股价趋势长期上涨股民任何时间跟进都会盈利,2022/11/3
公司没有亮点又利空不断,2022/11/3
跳空低开补回缺口好事,2022/11/3
妖总你别再投胚做人好好在那边生活,2022/11/3
出货量这么大今天还有人敢买吗谁来套谁哦,2022/11/3
票是好票今年就这样了下一波记得跟上啊,2022/11/3
这股筹码分散游资多,2022/11/3
抛盘跟流水线一样长期在低位徘徊的股票不值得投资少亏择机退出,2022/11/3
股票市值才是真金白银什么减持去种植草药什么研发都是讲故事,2022/11/3
今天大家集送妖总一路走好,2022/11/3
明天继续跌,2022/11/3
6年市场成本,2022/11/3
加油红日,2022/11/3
上午不跑下午到63明天到60左右,2022/11/3
不要怨大股东他也巴不得股价涨上天再减,2022/11/3
下跌的不多板块也跌了后面板块涨了还要继续向上耐心等待,2022/11/3
今天硬撑明天一泻千里,2022/11/3
恶心的很走了后面再来,2022/11/3
有利空庄家今天在顶住明天就要看板块了,2022/11/3
今日抄底成功希望明天有肉吃拜神,2022/11/3
主线仍然是跌,2022/11/3
更大的恐怖马上来人家是董事长都卖了我们还有必要留它吗今天斩了亏一万多元,2022/11/3
去年开始每半年减持一次不间断地连续减持这次减持完毕马上开始下一次也就是,2022/11/3
怎么跳着买,2022/11/3
姚小青估计要离开公式了,2022/11/3
大家不要买他看啰唆怎么出货,2022/11/3
大家别高兴的早了今天收盘肯定是绿未来半年无戏,2022/11/3
随便涨跌哈三月二十一号盘中买进的还在哈不到目标价坚决不卖,2022/11/3
目测这次要跌到43附近董事长减仓不看好自己的股票43附近这一波行情结束,2022/11/3
连涨四周阳线需要一根阴线进行洗盘,2022/11/3
管涨不管跌,2022/11/3
玩这个的玩个寂寞,2022/11/3
人气这么高看翻倍的来报到了至少上12元,2022/11/3
主力机构有的是办法和手段让你缴枪,2022/11/3
跌到5元我就进来,2022/11/3
大概率收盘跌6个点左右,2022/11/3
主力实力一般择机离场,2022/11/3
好险好险赶在大股东减持前清仓大笑大笑大笑憨笑憨笑憨笑,2022/11/3
敢跌就敢加仓 继续装神弄鬼,2022/11/3
没买的朋友暂时别进这个月会到5元,2022/11/3
弄不好下午还会跌的更深,2022/11/3
众生又涨停了,2022/11/3
以岭药业的跟屁虫股东还减持困惑,2022/11/3
预计姚减持心里价应该在85元左右做个波段应该没问题,2022/11/3
人家都拉高跳水你凭什么跳都没啦,2022/11/3
这就是一个上市公司的董事长刚刚大量减持套现完马上接着又大幅减持董事长都不看,2022/11/3
姚老了要换董事长了,2022/11/3
妖总找个公司接盘你那11就行了老是在二级市场减持干嘛,2022/11/3
拿着此股象吃了只苍蝇,2022/11/3
废了已经没什么用了没人愿意去抬轿子给姚减持,2022/11/3
看看以岭吧涨得多好,2022/11/3
卧槽稳住了,2022/11/3
空军快衰竭了,2022/11/3
在一个月过年了,2022/11/3
废了永远是狗腿子,2022/11/3
716买入657抛了真是个大韭菜哭,2022/11/3
感觉到今天会变成红色,2022/11/3
我来模仿还敢继续幻想吗,2022/11/3
牛逼啊要翻红嘛,2022/11/3
最多一个月时间问题还会创新高不信的走着看,2022/11/3
这个三万手是认真的吗,2022/11/3
那个2千万是不是操盘手安多一个0了哈哈哈哈哈,2022/11/3
今天收盘723拭目以待,2022/11/3
自己动手丰衣足食红日的大肉要我们自己造国家队国家队国家队,2022/11/3
这给以岭提鞋都不要,2022/11/3
31万手不错知道自救赞,2022/11/3
从今天开始每天启动阴跌模式,2022/11/3
二级市场成他家提款机了吸血鬼远离吸血鬼,2022/11/3
红日药业11月3日快速反弹,2022/11/3
大资金流出出货小单买入拉高低劣行径,2022/11/3
来10个跌停让姚总减持,2022/11/3
天天减穷疯了,2022/11/3
